generation,time,memory_usage_MB,cpu_usage_percent
0,0.08351278305053711,7122.75,20.7
0,0.05849003791809082,7078.765625,17.4
0,0.0688779354095459,7113.46875,26.2
0,0.060320138931274414,7118.25,23.7
0,0.03166317939758301,7106.40625,17.5
0,0.042875051498413086,7076.5625,22.5
0,0.08052873611450195,7097.640625,24.4
0,0.047322988510131836,7099.03125,23.7
0,0.040271759033203125,7086.78125,19.7
0,0.04628920555114746,7077.21875,17.3
0,0.04982614517211914,7071.53125,15.5
0,0.05240797996520996,7035.359375,17.8
0,0.046141862869262695,7029.390625,16.2
0,0.04747414588928223,6992.203125,16.8
0,0.04726767539978027,6992.171875,16.6
0,0.05012083053588867,6992.5,16.4
0,0.04508018493652344,7015.765625,16.7
0,0.046751976013183594,6997.625,16.4
0,0.052108049392700195,6997.5625,17.1
0,0.046684980392456055,6992.984375,16.8
0,0.04483199119567871,6994.859375,20.3
0,0.053446292877197266,6995.453125,16.9
0,0.04639720916748047,6995.109375,16.9
0,0.03351783752441406,6995.109375,16.0
0,0.0471491813659668,6994.984375,16.2
0,0.03090214729309082,6990.140625,16.2
0,0.04531502723693848,6990.078125,16.5
0,0.048764944076538086,6987.9375,17.4
0,0.061701059341430664,6988.296875,16.6
0,0.04874825477600098,6988.234375,16.0
0,0.05321002006530762,6988.21875,16.5
0,0.0485231876373291,6988.03125,17.0
0,0.04532623291015625,6988.078125,17.1
0,0.04771614074707031,6987.84375,16.8
0,0.06075596809387207,6987.96875,16.2
0,0.04284405708312988,6988.28125,16.9
0,0.04603004455566406,7011.4375,16.6
0,0.05146479606628418,7011.03125,17.1
0,0.04979515075683594,7010.984375,16.7
0,0.04921698570251465,7010.9375,16.5
0,0.051892995834350586,7010.125,16.4
0,0.04480886459350586,7009.265625,16.7
0,0.03425788879394531,7007.21875,16.2
0,0.053993940353393555,7010.4375,15.7
0,0.046640872955322266,7007.15625,15.1
0,0.05215001106262207,7006.140625,15.8
0,0.04808187484741211,7000.546875,16.3
0,0.04362607002258301,7001.671875,16.0
0,0.03370404243469238,7002.015625,17.3
0,0.056897878646850586,7002.03125,16.0
0,0.05461692810058594,7002.109375,16.6
0,0.04747605323791504,7001.875,17.1
0,0.05491471290588379,6991.875,16.7
0,0.04775500297546387,6991.90625,16.1
0,0.04983925819396973,6991.875,16.2
0,0.0463871955871582,6997.265625,16.5
0,0.053503990173339844,6997.25,16.9
0,0.0480189323425293,6997.0,16.4
0,0.04788780212402344,6997.390625,16.8
0,0.04564404487609863,6997.59375,16.5
0,0.05148816108703613,6996.96875,16.9
0,0.054197072982788086,6997.203125,16.5
0,0.04783010482788086,6993.203125,16.4
0,0.04675412178039551,6992.71875,16.1
0,0.04888319969177246,6993.0625,16.4
0,0.050302982330322266,6988.421875,17.2
0,0.0627591609954834,6988.109375,16.9
0,0.047482967376708984,6988.140625,16.5
0,0.04466581344604492,6988.09375,16.6
0,0.052236080169677734,6987.984375,16.1
0,0.046278953552246094,6988.34375,17.7
0,0.046736955642700195,6988.46875,16.9
0,0.032881975173950195,6988.265625,16.5
0,0.04574728012084961,6988.25,15.9
0,0.06184101104736328,6993.71875,17.1
0,0.04432797431945801,6993.40625,17.2
0,0.04719972610473633,6993.578125,18.9
0,0.04473590850830078,6993.5625,18.1
0,0.04598689079284668,6993.515625,16.9
0,0.03828716278076172,6994.71875,16.1
1,0.02894902229309082,7001.4375,17.4
1,0.0381319522857666,7003.828125,17.3
1,0.051672935485839844,7002.703125,15.2
1,0.046797990798950195,7001.859375,15.1
1,0.03465104103088379,6993.796875,16.6
1,0.04039597511291504,6997.828125,16.4
1,0.05097484588623047,6996.84375,17.1
1,0.04767465591430664,6996.90625,16.6
1,0.04761910438537598,6996.765625,16.5
1,0.049642086029052734,6996.765625,17.2
1,0.05666375160217285,6996.078125,16.3
1,0.04957222938537598,6994.96875,16.6
1,0.04535794258117676,6994.875,16.6
1,0.04536771774291992,7000.40625,16.9
1,0.045253753662109375,6999.71875,20.6
1,0.04885101318359375,7000.171875,17.8
1,0.03792095184326172,6998.015625,17.5
1,0.04610610008239746,6999.453125,17.1
1,0.0634310245513916,6999.515625,17.1
1,0.05470108985900879,6999.21875,17.0
1,0.03415513038635254,6999.015625,17.4
1,0.05413031578063965,6999.03125,16.7
1,0.04890608787536621,6998.78125,17.1
1,0.0447239875793457,6992.21875,17.9
1,0.02652716636657715,6992.328125,16.8
1,0.04697012901306152,6992.3125,17.0
1,0.04556012153625488,6992.28125,16.7
1,0.03384280204772949,6991.90625,17.5
1,0.04438304901123047,6993.875,17.7
1,0.047753095626831055,6993.78125,17.2
1,0.04650592803955078,6993.859375,16.9
1,0.047029972076416016,6993.453125,17.2
1,0.047937870025634766,6999.90625,17.2
1,0.054409027099609375,7000.3125,18.6
1,0.0554659366607666,6996.453125,17.0
1,0.049028873443603516,7005.46875,16.7
1,0.05401873588562012,7004.4375,16.3
1,0.05030989646911621,7000.765625,16.5
1,0.047070980072021484,6999.765625,17.0
1,0.0545039176940918,6999.25,16.6
1,0.046875,6999.3125,16.8
1,0.04701495170593262,6994.984375,16.8
1,0.04810500144958496,6990.75,17.6
1,0.04637575149536133,6990.9375,17.2
1,0.04602313041687012,6991.46875,18.2
1,0.04739117622375488,6991.453125,16.7
1,0.03867292404174805,6990.96875,16.8
1,0.05254197120666504,6991.046875,17.2
1,0.04960203170776367,6990.671875,16.6
1,0.046749114990234375,6990.328125,16.7
1,0.04486513137817383,6990.171875,17.3
1,0.05411410331726074,6995.46875,17.4
1,0.04554295539855957,6995.65625,18.8
1,0.05554986000061035,6995.90625,17.4
1,0.049302101135253906,6995.53125,17.0
1,0.05973005294799805,6995.234375,18.1
1,0.040779829025268555,6995.265625,16.8
1,0.0474700927734375,6995.25,17.9
1,0.04882192611694336,6995.03125,16.7
1,0.05184197425842285,6994.953125,17.0
1,0.055727243423461914,6994.953125,16.6
1,0.05293989181518555,6989.921875,17.3
1,0.04743337631225586,6990.046875,17.4
1,0.04908108711242676,6990.625,17.6
1,0.0436100959777832,6990.734375,16.8
1,0.04765892028808594,6991.296875,17.4
1,0.0443110466003418,6991.546875,17.9
1,0.04819464683532715,6991.5625,17.6
1,0.04512190818786621,6991.296875,17.1
1,0.04166889190673828,6991.703125,19.1
1,0.03646278381347656,6996.734375,19.1
1,0.04619312286376953,6996.890625,17.8
1,0.04851412773132324,6996.9375,16.5
1,0.052626848220825195,7002.703125,16.8
1,0.04548215866088867,7000.4375,16.2
1,0.05284476280212402,6996.484375,15.4
1,0.0419158935546875,6995.921875,16.5
1,0.046421051025390625,6995.796875,15.8
1,0.038290977478027344,6995.28125,16.1
1,0.048544883728027344,6996.015625,16.4
2,0.0260770320892334,7015.234375,20.4
2,0.05546998977661133,7014.484375,17.4
2,0.047766923904418945,7014.59375,16.5
2,0.057034969329833984,6999.71875,16.8
2,0.03604888916015625,7000.9375,16.9
2,0.04571866989135742,7000.453125,17.0
2,0.018403053283691406,7002.265625,16.4
2,0.05307316780090332,6999.25,16.4
2,0.044298648834228516,7002.625,22.2
2,0.02437138557434082,7056.65625,21.2
2,0.03677964210510254,7109.328125,19.8
2,0.043467044830322266,7066.671875,17.5
2,0.037901878356933594,7066.640625,17.7
2,0.03443622589111328,7062.421875,17.1
2,0.03991079330444336,7058.78125,17.9
2,0.04172706604003906,7100.5625,21.8
2,0.03546905517578125,7092.109375,17.2
2,0.03609299659729004,7068.0,17.5
2,0.03755497932434082,7066.328125,17.3
2,0.04175090789794922,7040.140625,18.1
2,0.03952598571777344,7039.453125,17.8
2,0.044526100158691406,7039.015625,16.9
2,0.0383608341217041,7039.046875,16.7
2,0.044577836990356445,7039.125,16.6
2,0.031210899353027344,7030.125,15.6
2,0.04026484489440918,7017.140625,16.0
2,0.03696393966674805,7017.09375,15.9
2,0.03364920616149902,7016.96875,15.5
2,0.04146099090576172,7020.40625,15.1
2,0.037756919860839844,7016.859375,15.5
2,0.04176688194274902,7010.390625,15.5
2,0.0416109561920166,7009.84375,15.8
2,0.03751111030578613,6997.296875,15.4
2,0.04530906677246094,6997.4375,16.2
2,0.042253971099853516,6997.59375,16.4
2,0.04299211502075195,6997.5625,16.2
2,0.04137825965881348,6997.78125,15.1
2,0.03694295883178711,6997.84375,15.5
2,0.04439496994018555,6997.703125,15.6
2,0.030749797821044922,6997.4375,16.4
2,0.03985404968261719,6997.921875,16.0
2,0.039865732192993164,6993.890625,15.9
2,0.040483713150024414,6993.921875,15.5
2,0.04623889923095703,6993.859375,15.5
2,0.044180870056152344,6993.859375,16.1
2,0.03694796562194824,6993.5625,15.7
2,0.04036998748779297,6993.21875,15.5
2,0.042353153228759766,6993.75,16.2
2,0.048753976821899414,6994.09375,15.6
2,0.04024815559387207,6994.390625,16.4
2,0.04917120933532715,6994.421875,16.4
2,0.04089188575744629,6994.65625,16.0
2,0.042825937271118164,6994.65625,16.6
2,0.04351997375488281,6994.65625,15.9
2,0.025082111358642578,6994.625,15.3
2,0.04214882850646973,6994.5625,16.2
2,0.0456240177154541,6994.515625,15.5
2,0.0430757999420166,6994.359375,15.5
2,0.042257070541381836,6994.1875,16.0
2,0.04018568992614746,6999.984375,15.6
2,0.049933671951293945,6993.890625,15.4
2,0.0360560417175293,6989.84375,15.1
2,0.040592193603515625,6989.546875,15.0
2,0.04293704032897949,6989.3125,15.7
2,0.040223121643066406,6989.4375,16.1
2,0.034478187561035156,6990.078125,17.6
2,0.03675103187561035,6996.4375,17.6
2,0.04196906089782715,6996.328125,16.6
2,0.03688979148864746,7081.109375,19.1
2,0.04413294792175293,7105.296875,19.3
2,0.038455963134765625,7102.90625,18.5
2,0.037165164947509766,7092.703125,18.9
2,0.038221120834350586,7054.578125,19.0
2,0.04063105583190918,7053.9375,18.0
2,0.04300498962402344,7053.5,16.9
2,0.044712066650390625,7048.578125,16.1
2,0.039437055587768555,7048.046875,15.9
2,0.03725790977478027,7047.390625,16.4
2,0.03942394256591797,7045.203125,17.4
2,0.04426884651184082,7040.21875,16.0
3,0.018331289291381836,7040.03125,15.7
3,0.04209423065185547,7045.421875,17.8
3,0.04345393180847168,7045.328125,18.0
3,0.0318150520324707,7042.09375,15.5
3,0.0383448600769043,7040.109375,15.9
3,0.046133995056152344,7040.0625,15.6
3,0.04534602165222168,7039.0,16.2
3,0.04925990104675293,7034.75,16.6
3,0.04073500633239746,7034.8125,15.8
3,0.04011273384094238,7035.0625,16.1
3,0.04165506362915039,6994.25,17.3
3,0.04139900207519531,6998.375,16.2
3,0.035726308822631836,6995.109375,15.4
3,0.03654217720031738,6995.125,16.7
3,0.039186954498291016,6995.078125,15.5
3,0.035902976989746094,6995.046875,16.0
3,0.04425811767578125,6994.765625,15.6
3,0.034277915954589844,6995.046875,17.4
3,0.04268693923950195,6995.609375,16.8
3,0.03923916816711426,6995.53125,15.4
3,0.04355931282043457,6995.453125,15.3
3,0.04225802421569824,6995.484375,15.7
3,0.032801151275634766,6995.421875,15.4
3,0.04280686378479004,6988.84375,16.2
3,0.03782391548156738,6988.640625,15.7
3,0.04515194892883301,6988.8125,15.9
3,0.03874492645263672,6989.03125,17.0
3,0.04568600654602051,6989.078125,16.6
3,0.040917158126831055,6989.046875,15.8
3,0.042196035385131836,6989.09375,15.9
3,0.04276704788208008,6989.140625,16.1
3,0.041561126708984375,6989.140625,16.6
3,0.04380178451538086,6988.984375,15.7
3,0.04235696792602539,6988.859375,15.5
3,0.042249202728271484,6988.78125,16.3
3,0.03794598579406738,6988.78125,15.6
3,0.03822588920593262,6988.609375,16.2
3,0.04084181785583496,6988.9375,15.8
3,0.03766012191772461,6988.96875,15.2
3,0.038084983825683594,6993.5625,19.8
3,0.03639388084411621,7053.234375,18.3
3,0.03694963455200195,7112.265625,24.3
3,0.03960394859313965,7122.6875,24.6
3,0.03665590286254883,7062.421875,19.7
3,0.03370499610900879,7068.4375,18.8
3,0.039971113204956055,7041.953125,16.4
3,0.042192697525024414,7040.828125,17.4
3,0.04528093338012695,7136.109375,24.5
3,0.0365753173828125,7129.4375,19.4
3,0.04366946220397949,7126.015625,22.2
3,0.033284902572631836,7109.25,22.9
3,0.04347681999206543,7060.734375,20.0
3,0.041166067123413086,7056.125,17.3
3,0.04251432418823242,7044.75,16.8
3,0.04511427879333496,7044.96875,17.2
3,0.042220115661621094,7044.703125,18.9
3,0.04807686805725098,7044.75,15.9
3,0.04084420204162598,7043.171875,16.5
3,0.04237008094787598,7043.15625,16.9
3,0.03859114646911621,7040.453125,16.1
3,0.03604412078857422,7031.3125,16.8
3,0.04432797431945801,7028.15625,16.4
3,0.03841900825500488,7028.59375,16.9
3,0.03988003730773926,7028.3125,16.1
3,0.039032936096191406,7028.390625,16.2
3,0.0397489070892334,7029.171875,18.4
3,0.03952813148498535,7029.0,18.0
3,0.04029488563537598,7033.6875,17.6
3,0.04816412925720215,7032.4375,17.5
3,0.04058098793029785,7031.90625,16.1
3,0.034928083419799805,7133.90625,26.4
3,0.018442869186401367,7133.671875,18.8
3,0.02542901039123535,7110.125,21.4
3,0.025300025939941406,7097.375,24.3
3,0.02864694595336914,7065.078125,22.7
3,0.02598714828491211,7145.296875,32.8
3,0.049433231353759766,7152.15625,20.6
3,0.05086088180541992,7125.65625,17.8
3,0.04253506660461426,7054.84375,20.9
3,0.038903236389160156,7030.203125,16.5
4,0.018415212631225586,7021.40625,16.2
4,0.04035687446594238,7026.75,16.9
4,0.03917217254638672,7025.6875,15.5
4,0.03726983070373535,7019.65625,15.6
4,0.04151511192321777,7019.640625,16.5
4,0.04375100135803223,7019.421875,16.5
4,0.04139399528503418,7018.8125,16.5
4,0.03408193588256836,7014.109375,15.9
4,0.04173898696899414,7004.09375,15.8
4,0.03941607475280762,6996.078125,15.8
4,0.03561210632324219,6996.015625,16.2
4,0.0376896858215332,6995.796875,16.0
4,0.04435920715332031,6995.921875,15.8
4,0.03902173042297363,6996.109375,15.6
4,0.03753018379211426,6996.265625,16.7
4,0.050330162048339844,6996.359375,16.0
4,0.04527997970581055,6996.640625,16.4
4,0.037323951721191406,6996.53125,16.5
4,0.04713702201843262,6996.546875,16.2
4,0.0452880859375,7002.34375,15.7
4,0.046669960021972656,7000.96875,6.2
4,0.053228139877319336,7014.21875,5.1
4,0.05482125282287598,7013.515625,7.5
4,0.0491180419921875,7008.59375,4.4
4,0.06913399696350098,7009.875,2.6
4,0.05735492706298828,7009.859375,3.4
4,0.06117892265319824,7010.15625,3.4
4,0.05851387977600098,7010.765625,8.1
4,0.05698370933532715,7010.578125,5.0
4,0.06174182891845703,7009.640625,4.5
4,0.061135053634643555,7006.578125,4.6
4,0.056501150131225586,7006.453125,4.4
4,0.07699394226074219,7013.0625,4.5
4,0.05829787254333496,7012.9375,4.5
4,0.057433128356933594,7012.796875,3.5
4,0.06275391578674316,7012.859375,4.0
4,0.046697378158569336,7012.765625,3.8
4,0.061544179916381836,7012.734375,4.9
4,0.06047987937927246,7013.03125,3.9
4,0.05981111526489258,7012.921875,3.4
4,0.05711078643798828,7012.875,3.8
4,0.06249713897705078,7010.46875,3.8
4,0.061250925064086914,7005.625,4.9
4,0.06293773651123047,7005.375,3.4
4,0.06142306327819824,7006.359375,8.0
4,0.06019306182861328,7006.734375,5.6
4,0.05322098731994629,7006.75,3.8
4,0.06329607963562012,7006.671875,3.9
4,0.061531782150268555,7006.578125,3.4
4,0.05841803550720215,7006.734375,3.5
4,0.0631718635559082,7019.640625,4.4
4,0.04009699821472168,7135.40625,10.1
4,0.029434919357299805,7149.625,7.5
4,0.05073213577270508,7136.390625,11.9
4,0.06165599822998047,7149.484375,18.4
4,0.025646209716796875,7150.921875,5.0
4,0.04337310791015625,7105.40625,14.7
4,0.021768808364868164,7138.421875,14.3
4,0.04921102523803711,7062.0625,11.2
4,0.06024789810180664,7045.765625,4.0
4,0.0713810920715332,7027.234375,3.9
4,0.04381680488586426,7020.0,4.4
4,0.0672907829284668,7019.859375,3.4
4,0.0708470344543457,7016.421875,3.1
4,0.08343672752380371,7016.5625,3.0
4,0.06580519676208496,7016.671875,4.1
4,0.0699920654296875,7015.4375,3.9
4,0.05676889419555664,7018.828125,2.6
4,0.05279994010925293,7006.609375,2.5
4,0.0565948486328125,7001.359375,2.4
4,0.050672054290771484,7001.125,3.7
4,0.03875994682312012,7001.109375,3.2
4,0.05257582664489746,7001.0625,3.1
4,0.0607609748840332,7001.328125,4.2
4,0.061713218688964844,7001.546875,3.5
4,0.0599360466003418,7002.03125,4.6
4,0.07280087471008301,7002.125,3.7
4,0.06526732444763184,7001.984375,3.4
4,0.06529903411865234,7001.78125,3.7
4,0.059262990951538086,7001.578125,3.5
5,0.014210700988769531,7006.578125,5.9
5,0.060124874114990234,7006.609375,3.4
5,0.057183027267456055,7006.734375,3.6
5,0.05745887756347656,7006.90625,3.7
5,0.0667579174041748,7006.90625,3.6
5,0.04996514320373535,7006.265625,3.3
5,0.0510408878326416,7006.296875,2.9
5,0.05970573425292969,7006.34375,3.3
5,0.06795287132263184,7021.75,3.6
5,0.04855489730834961,7021.890625,4.5
5,0.05684494972229004,7021.96875,4.2
5,0.05710577964782715,7030.328125,13.3
5,0.0554201602935791,7029.875,5.1
5,0.06298303604125977,7028.859375,3.6
5,0.04512214660644531,7027.109375,10.9
5,0.06401801109313965,7036.6875,6.2
5,0.05804896354675293,7033.40625,3.4
5,0.057831764221191406,7033.359375,3.5
5,0.05368304252624512,7029.84375,3.4
5,0.061964988708496094,7029.234375,4.5
5,0.06537389755249023,7029.875,4.5
5,0.05237889289855957,7034.40625,8.6
5,0.057569026947021484,7033.703125,4.6
5,0.06062674522399902,7041.0,23.3
5,0.03392481803894043,7046.34375,29.2
5,0.055361032485961914,7037.671875,18.1
5,0.05714106559753418,7039.046875,7.9
5,0.05751204490661621,7039.1875,4.5
5,0.05861401557922363,7039.953125,8.5
5,0.06652593612670898,7039.421875,4.7
5,0.06892108917236328,7038.171875,3.2
5,0.0632622241973877,7037.796875,4.5
5,0.0574650764465332,7038.234375,3.4
5,0.05117630958557129,7070.296875,9.1
5,0.05141305923461914,7214.859375,22.4
5,0.047286033630371094,7198.765625,17.1
5,0.05603504180908203,7207.9375,12.4
5,0.055606842041015625,7186.15625,14.0
5,0.058010101318359375,7362.109375,19.7
5,0.03804206848144531,7363.6875,15.9
5,0.05526399612426758,7352.3125,8.8
5,0.057350873947143555,7423.625,15.5
5,0.03705096244812012,7473.84375,19.5
5,0.05244708061218262,7436.34375,12.0
5,0.057213783264160156,7395.765625,8.5
5,0.05524039268493652,7394.859375,7.9
5,0.045300960540771484,7423.625,18.5
5,0.036837100982666016,7422.671875,15.5
5,0.05790519714355469,7395.09375,13.8
5,0.05934786796569824,7436.84375,21.6
5,0.03852391242980957,7456.125,10.4
5,0.0619661808013916,7448.953125,7.4
5,0.05981898307800293,7439.0625,12.4
5,0.07003402709960938,7491.8125,12.9
5,0.04475688934326172,7524.421875,17.3
5,0.05980801582336426,7508.0,4.5
5,0.07242512702941895,7529.21875,12.0
5,0.06620383262634277,7517.4375,8.3
5,0.051177978515625,7501.78125,10.4
5,0.046784162521362305,7654.6875,16.2
5,0.057557106018066406,7703.140625,12.8
5,0.05472993850708008,7646.0625,12.3
5,0.06472086906433105,7636.84375,5.9
5,0.0591738224029541,7627.484375,4.2
5,0.04816007614135742,7615.890625,3.5
5,0.06545114517211914,7618.453125,4.0
5,0.051155805587768555,7624.875,6.4
5,0.053131103515625,7617.15625,4.4
5,0.05889892578125,7599.4375,4.1
5,0.05937528610229492,7598.984375,3.5
5,0.05707907676696777,7602.375,4.5
5,0.059188127517700195,7597.828125,4.6
5,0.04361581802368164,7594.78125,3.5
5,0.05654120445251465,7592.25,5.5
5,0.058937788009643555,7591.46875,3.2
5,0.05749702453613281,7589.3125,3.7
5,0.04917287826538086,7586.640625,3.1
5,0.06425023078918457,7586.9375,4.2
5,0.0569610595703125,7585.484375,4.1
5,0.06595182418823242,7584.75,3.4
6,0.014674901962280273,7586.296875,5.5
6,0.05104827880859375,7589.3125,4.6
6,0.06049323081970215,7589.3125,3.3
6,0.06095480918884277,7588.21875,3.0
6,0.058899879455566406,7484.265625,7.9
6,0.05486583709716797,7509.0625,9.5
6,0.047116994857788086,7550.296875,10.3
6,0.06628179550170898,7528.484375,3.6
6,0.06014299392700195,7538.515625,9.6
6,0.05402398109436035,7558.28125,16.3
6,0.040094852447509766,7634.484375,15.8
6,0.052123069763183594,7579.984375,10.7
6,0.05425095558166504,7579.296875,9.0
6,0.056427001953125,7589.625,5.5
6,0.06462907791137695,7560.1875,6.5
6,0.0371708869934082,7542.3125,7.8
6,0.0583798885345459,7570.71875,12.6
6,0.05680704116821289,7563.0625,9.2
6,0.0541079044342041,7555.578125,22.7
6,0.03350090980529785,7552.546875,9.5
6,0.04852414131164551,7544.1875,7.5
6,0.04929304122924805,7544.109375,3.8
6,0.06268310546875,7542.625,3.4
6,0.061068058013916016,7530.546875,4.6
6,0.06486916542053223,7541.875,9.4
6,0.06041693687438965,7616.34375,11.2
6,0.05969095230102539,7676.046875,13.4
6,0.07784605026245117,7630.046875,12.0
6,0.06496119499206543,7984.328125,19.9
6,0.051338911056518555,8091.53125,11.5
6,0.04890108108520508,8271.734375,18.7
6,0.03955078125,8436.78125,17.6
6,0.04637598991394043,8298.109375,14.2
6,0.059571027755737305,8233.59375,13.1
6,0.0559999942779541,8298.90625,9.6
6,0.058728933334350586,8260.75,8.4
6,0.0570831298828125,8124.421875,5.6
6,0.05874490737915039,8116.796875,4.5
6,0.04954862594604492,8018.15625,9.3
6,0.05472421646118164,8104.984375,11.2
6,0.05954480171203613,7825.359375,11.2
6,0.0443730354309082,7679.796875,4.2
6,0.05645108222961426,7680.28125,4.7
6,0.06012105941772461,7680.234375,7.7
6,0.05455517768859863,7737.515625,11.9
6,0.04085516929626465,7656.53125,21.3
6,0.05043196678161621,7690.34375,12.2
6,0.05567002296447754,7690.21875,8.0
6,0.05699515342712402,7708.75,11.7
6,0.06784367561340332,7744.265625,11.1
6,0.03761625289916992,7747.265625,21.2
6,0.04211711883544922,7771.15625,9.5
6,0.05913209915161133,7742.234375,9.3
6,0.04500389099121094,7741.515625,10.5
6,0.04742598533630371,7756.8125,13.1
6,0.06137800216674805,7754.46875,21.4
6,0.03632211685180664,7777.640625,11.6
6,0.06169486045837402,7761.875,14.5
6,0.05961012840270996,7764.75,12.3
6,0.056513071060180664,7730.75,11.8
6,0.05409884452819824,7740.21875,8.2
6,0.05432319641113281,7738.140625,8.1
6,0.057869672775268555,7736.953125,10.2
6,0.05594992637634277,7746.28125,10.8
6,0.057115793228149414,7753.625,11.0
6,0.061676025390625,7765.890625,11.8
6,0.04606270790100098,7754.3125,20.4
6,0.04512286186218262,7824.203125,10.8
6,0.05838489532470703,7782.140625,10.3
6,0.06077313423156738,7790.15625,14.2
6,0.056816816329956055,7777.4375,13.8
6,0.0547029972076416,7793.96875,12.6
6,0.03621792793273926,7759.75,20.5
6,0.038522958755493164,7781.046875,5.9
6,0.03644990921020508,7775.515625,4.5
6,0.05500292778015137,7775.625,4.3
6,0.05634808540344238,7775.296875,5.3
6,0.05424785614013672,7774.65625,4.6
6,0.05205202102661133,7774.546875,4.0
6,0.06081509590148926,7774.203125,4.5
7,0.015367984771728516,7778.65625,9.1
7,0.06450581550598145,7766.796875,11.0
7,0.0479741096496582,7755.3125,11.3
7,0.05588412284851074,7756.765625,9.9
7,0.06158280372619629,7767.234375,18.8
7,0.03187298774719238,7762.890625,16.1
7,0.027733802795410156,7768.453125,16.9
7,0.05389809608459473,7768.25,10.1
7,0.053954124450683594,7767.90625,10.9
7,0.0463709831237793,7768.203125,7.4
7,0.0567471981048584,7782.578125,11.4
7,0.055178165435791016,7779.984375,8.0
7,0.057572126388549805,7778.078125,9.0
7,0.045974016189575195,7781.828125,10.7
7,0.04951810836791992,7780.796875,10.0
7,0.061753273010253906,7802.984375,24.4
7,0.03800487518310547,7779.40625,5.8
7,0.05781698226928711,7774.546875,4.6
7,0.05900096893310547,7774.0625,3.6
7,0.05726981163024902,7776.875,4.0
7,0.07325291633605957,7777.359375,5.0
7,0.055967092514038086,7776.828125,3.5
7,0.056910037994384766,7777.0625,5.1
7,0.05588722229003906,7774.296875,4.1
7,0.048757076263427734,7770.65625,6.4
7,0.029637813568115234,7765.125,4.5
7,0.04491686820983887,7756.34375,3.2
7,0.04727315902709961,7755.1875,3.3
7,0.05324387550354004,7754.453125,3.0
7,0.055561065673828125,7751.9375,5.1
7,0.06371498107910156,7750.296875,3.2
7,0.06539201736450195,7749.5625,3.5
7,0.049050092697143555,7749.796875,4.6
7,0.0469970703125,7749.796875,4.1
7,0.061501264572143555,7749.75,4.2
7,0.061415910720825195,7749.890625,3.5
7,0.06940317153930664,7746.8125,3.6
7,0.05615592002868652,7746.84375,4.0
7,0.05628371238708496,7746.796875,3.5
7,0.060556650161743164,7746.6875,5.8
7,0.05405783653259277,7747.0625,3.8
7,0.054502248764038086,7746.3125,4.3
7,0.06218600273132324,7756.171875,4.7
